dataset,seed,n_train,n_val,n_test,epochs_run,best_epoch,train_time_s,train_loss,val_loss,test_loss,train_accuracy,train_precision,train_recall,train_f1,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
Gaussian_2D_Overlap,27,120,40,40,159,109,0.12973684600001434,0.13154258936320223,0.23920636688118896,0.204193749439218,0.9333333333333333,0.9193548387096774,0.95,0.9344262295081968,55,5,3,57,0.9,0.8333333333333334,1.0,0.9090909090909091,16,4,0,20,0.925,0.9047619047619048,0.95,0.9268292682926829,18,2,1,19
Gaussian_2D_Overlap,28,120,40,40,201,151,0.163510260999999,0.1950498497383108,0.050888666390327984,0.15213682125314412,0.925,0.8923076923076924,0.9666666666666667,0.928,53,7,2,58,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,0.95,0.9090909090909091,1.0,0.9523809523809523,18,2,0,20
Gaussian_2D_Overlap,29,120,40,40,54,4,0.04396768300000531,0.16354719794818898,0.13386282390343482,0.28619431720991395,0.95,0.9354838709677419,0.9666666666666667,0.9508196721311476,56,4,2,58,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,0.85,0.8888888888888888,0.8,0.8421052631578948,18,2,4,16
Gaussian_3D_Wide,0,120,40,40,1000,970,0.8098052600000187,4.6082224033720845e-05,2.7873292884293223e-05,6.357318036885403e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,1,120,40,40,1000,982,0.8393321100000435,4.493319399105949e-05,4.863187546892485e-05,2.6303120090430166e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,2,120,40,40,1000,992,0.8570970950000287,4.091922353296855e-05,5.191373247560979e-05,0.00010470784756243289,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,3,120,40,40,1000,992,0.9435461669999654,3.999145905657778e-05,3.856829382885553e-05,0.00011236757152004837,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,4,120,40,40,1000,963,0.8607774919999542,4.441426888604309e-05,1.9465038906402698e-05,3.2217638135583966e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,5,120,40,40,1000,994,0.7994892849999928,4.6556733303207855e-05,3.6114985374512685e-05,0.0001197416477011699,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,6,120,40,40,1000,979,0.7983249860000114,4.5402514540333263e-05,4.73088840248421e-05,2.5815379142051484e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,7,120,40,40,1000,996,0.8145366970000509,4.348757774356578e-05,8.601275993385388e-05,3.6988140672533354e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,8,120,40,40,1000,987,0.8104313590000061,4.3706831987131544e-05,6.30041969609812e-05,3.9027441461749404e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,9,120,40,40,1000,978,0.8098428509999849,4.56519046224384e-05,4.175313152173828e-05,3.2180454014887636e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,10,120,40,40,1000,998,0.8192758899999717,5.300880530559544e-05,3.7848139250413915e-05,4.0054191886974964e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,11,120,40,40,1000,999,0.8236686230000032,4.352635587942323e-05,6.995026584459932e-05,2.7516293736945427e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,12,120,40,40,1000,993,0.8405963480000196,4.733832501278841e-05,3.541984817422882e-05,3.0719300569648464e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,13,120,40,40,1000,999,0.8415973429999895,4.64650252132456e-05,3.200027872014993e-05,6.0642569342165955e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,14,120,40,40,1000,997,0.8568922030000294,4.231419594178583e-05,0.00014116234546981588,4.1147271611529753e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,15,120,40,40,1000,986,0.8175407840000162,4.853831136936258e-05,4.610659162248627e-05,2.657807949779158e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,16,120,40,40,1000,998,0.824516736000021,4.7620358094793924e-05,0.00018631251310438504,9.696930141091771e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,17,120,40,40,1000,976,0.8334242180000047,4.818295247304501e-05,2.7096603118265165e-05,3.460931316140326e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,18,120,40,40,1000,976,0.8333783150000045,5.1065468620134335e-05,3.221096566394012e-05,2.4793133115306976e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,19,120,40,40,1000,986,0.8211463540000068,4.1996873875148394e-05,2.766812073043533e-05,1.4050617053424215e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,20,120,40,40,1000,996,0.8564776410000263,4.5951697904131134e-05,3.8222324829798355e-05,4.306464554991149e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,21,120,40,40,1000,994,0.8067510619999894,4.9423800797336887e-05,3.482715125460528e-05,2.6732361374821663e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,22,120,40,40,1000,992,0.8163937599999826,4.816390618523782e-05,3.83786386371057e-05,3.1359307595923724e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,23,120,40,40,1000,996,0.8194772570000168,4.2861718169126295e-05,0.00011032912818722572,0.00010283195008753244,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,24,120,40,40,1000,976,0.8303147340000123,4.0159110631444035e-05,3.362587093946289e-05,3.743968308924882e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,25,120,40,40,1000,981,0.8207661870000038,4.298890640256302e-05,4.715875140386505e-05,0.00011015909318460905,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,26,120,40,40,1000,984,0.8249237599999901,4.645624637849925e-05,5.133976838863563e-05,5.771693986374386e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,27,120,40,40,1000,990,0.8362086039999781,4.6062234889282355e-05,3.792116478237302e-05,3.0183766207427257e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,28,120,40,40,1000,996,0.8402559589999896,4.465025209961707e-05,7.192491179604352e-05,5.482740355456407e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Wide,29,120,40,40,1000,991,0.8310025619999806,4.9315684188698336e-05,2.973332398124976e-05,5.701400549930238e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,0,120,40,40,523,473,0.43841362099999515,0.0005015765105951852,4.847092587037215e-06,9.684946816816231e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,1,120,40,40,1000,998,0.8498681749999832,0.00018690038038697072,0.0017287017550839795,2.1422116666602403e-06,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,2,120,40,40,205,155,0.16812628300004917,0.0011943785337470503,0.010595844659939445,0.0031304163328283994,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,3,120,40,40,1000,977,0.8518727200000171,0.0001681503775727821,2.1946009469565553e-05,0.0027955796951982755,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,4,120,40,40,613,563,0.5014297469999747,0.00039902524094758394,7.479205011449228e-06,3.9198020299878545e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,5,120,40,40,474,424,0.3890229159999876,0.0005010015496810565,4.560822564869113e-06,0.0008895392247489905,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,6,120,40,40,1000,990,0.8174531740000361,0.00020235960898629368,2.1255088500839133e-05,1.8615268665001135e-07,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,7,120,40,40,1000,987,0.8170792149999784,0.0001855825520748411,0.00010789985855898495,0.0007155689181926937,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,8,120,40,40,1000,998,0.8726757360000192,0.0001923918370779157,0.00042383466844034756,7.846659451723328e-06,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,9,120,40,40,1000,1000,0.8434057229999894,0.0001869205022749557,0.0016452234687815005,1.9169688521366263e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,10,120,40,40,978,928,0.7948907889999646,0.00018741695944970524,0.0035614808890603806,4.724950258579623e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,11,120,40,40,73,23,0.05896077300002389,0.007407360399210682,0.02785666073518802,0.004077444172119872,1.0,1.0,1.0,1.0,60,0,0,60,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,12,120,40,40,1000,978,0.8042671599999949,0.00021438819217888054,1.6377223259370832e-05,3.121945445467826e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,13,120,40,40,767,717,0.6257622790000141,0.0001814726326813573,1.0159395931314807e-05,0.06600259088425726,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,0.95,0.95,0.95,0.9500000000000001,19,1,1,19
Gaussian_3D_Narrow,14,120,40,40,454,404,0.37755626399996345,0.00021371554539551234,0.027076408134306274,0.0021424739893193805,1.0,1.0,1.0,1.0,60,0,0,60,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,15,120,40,40,1000,986,0.8347567229999981,0.00019922794812004085,0.00045426658304677556,1.3236293124558991e-06,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,16,120,40,40,60,10,0.050681269999984124,0.00652962804577146,0.08641078328782151,0.010312723538669787,1.0,1.0,1.0,1.0,60,0,0,60,0.95,1.0,0.9,0.9473684210526316,20,0,2,18,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,17,120,40,40,57,7,0.046966766999958054,0.011118728742870692,0.02460361779751193,0.016544339949904542,1.0,1.0,1.0,1.0,60,0,0,60,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,18,120,40,40,1000,999,0.8408767650000186,0.00020934377397652338,0.0002452526126017963,9.550211088693293e-07,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,19,120,40,40,547,497,0.4539542029999666,0.00025915477357227036,5.063479444974286e-06,0.07777489839487514,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,0.95,1.0,0.9,0.9473684210526316,20,0,2,18
Gaussian_3D_Narrow,20,120,40,40,1000,998,0.8422349400000257,0.00018519698830841072,0.00041928399410865526,5.822620251471867e-06,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,21,120,40,40,1000,985,0.8174138560000301,0.00019854460509460166,0.00022709677949938993,2.2795402968685353e-06,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,22,120,40,40,117,67,0.0968821049999633,0.0031712652901690424,0.013154392188289118,0.004165150470042297,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,23,120,40,40,55,5,0.045450221999999485,0.012447688949763508,0.03418026695602368,0.014806691804775913,1.0,1.0,1.0,1.0,60,0,0,60,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,24,120,40,40,56,6,0.04665219100002105,0.009203895269324617,0.05021085503091931,0.007512540106951267,1.0,1.0,1.0,1.0,60,0,0,60,0.95,1.0,0.9,0.9473684210526316,20,0,2,18,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,25,120,40,40,1000,1000,0.8367020229999866,0.00012655462004156602,0.001984590950256363,0.01909311586941532,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Gaussian_3D_Narrow,26,120,40,40,1000,999,0.8367097880000074,0.00011993794347874629,0.0062592195737984965,0.020644454441103556,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Gaussian_3D_Narrow,27,120,40,40,1000,999,0.8190881419999982,0.00021678633924507087,0.0002780487159611619,8.496069823493532e-07,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,28,120,40,40,1000,1000,0.8298350590000041,0.00015551395485508348,0.00012533059151557583,0.013676857540069507,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Narrow,29,120,40,40,1000,999,0.8321391129999824,0.00019955688802230715,0.00023415884699259302,2.056543218107455e-05,1.0,1.0,1.0,1.0,60,0,0,60,1.0,1.0,1.0,1.0,20,0,0,20,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Overlap,0,120,40,40,59,9,0.04916881200000489,0.09454735080315808,0.06376529978783904,0.0798746074772506,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,58,2,2,58,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,0.95,0.95,0.95,0.9500000000000001,19,1,1,19
Gaussian_3D_Overlap,1,120,40,40,274,224,0.22388783299999204,0.08124957631601057,0.049611302510495926,0.04329315400646914,0.9666666666666667,0.9827586206896551,0.95,0.9661016949152542,59,1,3,57,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Gaussian_3D_Overlap,2,120,40,40,361,311,0.2976118930000098,0.040799053408936733,0.03802174205673668,0.3059417058650675,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,59,1,1,59,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,0.925,0.9047619047619048,0.95,0.9268292682926829,18,2,1,19
Gaussian_3D_Overlap,3,120,40,40,53,3,0.043211743000028946,0.06738922036415068,0.1238756614164239,0.1077074593142742,0.9583333333333334,0.9508196721311475,0.9666666666666667,0.9586776859504132,57,3,2,58,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,0.95,0.9090909090909091,1.0,0.9523809523809523,18,2,0,20
Gaussian_3D_Overlap,4,120,40,40,53,3,0.04338050499995916,0.1074277269515534,0.08137790521391894,0.03167618870272977,0.95,0.9354838709677419,0.9666666666666667,0.9508196721311476,56,4,2,58,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Overlap,5,120,40,40,54,4,0.04436719699998548,0.09643740517873607,0.027078820418101286,0.1161382881165274,0.9583333333333334,0.9661016949152542,0.95,0.957983193277311,58,2,3,57,1.0,1.0,1.0,1.0,20,0,0,20,0.95,0.95,0.95,0.9500000000000001,19,1,1,19
Gaussian_3D_Overlap,6,120,40,40,54,4,0.04390988400001561,0.08870951528399598,0.10479044828374437,0.05220066231166215,0.9666666666666667,0.9516129032258065,0.9833333333333333,0.9672131147540983,57,3,1,59,0.925,0.9047619047619048,0.95,0.9268292682926829,18,2,1,19,0.975,1.0,0.95,0.9743589743589743,20,0,1,19
Gaussian_3D_Overlap,7,120,40,40,76,26,0.06284264099997472,0.0605412377508271,0.06075829509438881,0.17149845382616435,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,58,2,2,58,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18
Gaussian_3D_Overlap,8,120,40,40,54,4,0.04493223700001181,0.07336295763429569,0.10744927705703411,0.12847255592538992,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,0.95,1.0,0.9,0.9473684210526316,20,0,2,18
Gaussian_3D_Overlap,9,120,40,40,94,44,0.07748998599998913,0.04869512934885044,0.06574121915526838,0.17312074909728165,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18
Gaussian_3D_Overlap,10,120,40,40,60,10,0.04970369200003688,0.06321820663964266,0.10522936244068182,0.13026169263725956,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,0.95,1.0,0.9,0.9473684210526316,20,0,2,18
Gaussian_3D_Overlap,11,120,40,40,111,61,0.09260411500002874,0.07118683700469325,0.053668453133013494,0.14724802867122308,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,58,2,2,58,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18
Gaussian_3D_Overlap,12,120,40,40,53,3,0.04330707999997685,0.09325091943751324,0.06457442892456766,0.08002854206824643,0.9583333333333334,0.9508196721311475,0.9666666666666667,0.9586776859504132,57,3,2,58,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.95,0.95,0.95,0.9500000000000001,19,1,1,19
Gaussian_3D_Overlap,13,120,40,40,56,6,0.04598953900000424,0.07672664346729637,0.01787282843635941,0.16677597806133596,0.9583333333333334,0.9508196721311475,0.9666666666666667,0.9586776859504132,57,3,2,58,1.0,1.0,1.0,1.0,20,0,0,20,0.95,0.95,0.95,0.9500000000000001,19,1,1,19
Gaussian_3D_Overlap,14,120,40,40,53,3,0.043536560999996254,0.06091254113225353,0.15453310070643272,0.1099015839273394,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,0.925,0.9047619047619048,0.95,0.9268292682926829,18,2,1,19,0.95,0.95,0.95,0.9500000000000001,19,1,1,19
Gaussian_3D_Overlap,15,120,40,40,57,7,0.04818039700001009,0.08893848684579032,0.0843035135565988,0.07187286887169594,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,58,2,2,58,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.975,1.0,0.95,0.9743589743589743,20,0,1,19
Gaussian_3D_Overlap,16,120,40,40,81,31,0.06849444400000948,0.048344922341573685,0.09177413228480016,0.19977929265745215,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18
Gaussian_3D_Overlap,17,120,40,40,53,3,0.04290025699998523,0.1230779555167687,0.023068686856140976,0.0493317727649608,0.95,0.95,0.95,0.9500000000000001,57,3,3,57,1.0,1.0,1.0,1.0,20,0,0,20,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Gaussian_3D_Overlap,18,120,40,40,54,4,0.04449186500005453,0.09018196893507822,0.1127611109303143,0.07274392662272663,0.9666666666666667,0.9516129032258065,0.9833333333333333,0.9672131147540983,57,3,1,59,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18,0.975,1.0,0.95,0.9743589743589743,20,0,1,19
Gaussian_3D_Overlap,19,120,40,40,54,4,0.043530126000007385,0.08677626645799644,0.10483838131587328,0.05105204109804525,0.9666666666666667,0.9516129032258065,0.9833333333333333,0.9672131147540983,57,3,1,59,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,0.975,1.0,0.95,0.9743589743589743,20,0,1,19
Gaussian_3D_Overlap,20,120,40,40,55,5,0.04529595700000755,0.09838638932537339,0.10024096857822862,0.027845079743292044,0.95,0.95,0.95,0.9500000000000001,57,3,3,57,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,1.0,1.0,1.0,1.0,20,0,0,20
Gaussian_3D_Overlap,21,120,40,40,77,27,0.06258932800000139,0.07434260053743337,0.07523869403593701,0.13332571224320158,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,0.95,1.0,0.9,0.9473684210526316,20,0,2,18
Gaussian_3D_Overlap,22,120,40,40,53,3,0.042681913000024,0.08134430988417965,0.11927062069421006,0.1081460545482222,0.9833333333333333,0.967741935483871,1.0,0.9836065573770492,58,2,0,60,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18,0.975,1.0,0.95,0.9743589743589743,20,0,1,19
Gaussian_3D_Overlap,23,120,40,40,52,2,0.04208102199999075,0.09437876914666347,0.1486376453754668,0.0860476241739104,0.975,1.0,0.95,0.9743589743589743,60,0,3,57,0.925,0.8695652173913043,1.0,0.9302325581395349,17,3,0,20,0.95,0.9090909090909091,1.0,0.9523809523809523,18,2,0,20
Gaussian_3D_Overlap,24,120,40,40,57,7,0.04683075100001588,0.06942614083063739,0.0695040032131012,0.1522243635484925,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,58,2,2,58,0.95,0.9090909090909091,1.0,0.9523809523809523,18,2,0,20,0.925,0.9047619047619048,0.95,0.9268292682926829,18,2,1,19
Gaussian_3D_Overlap,25,120,40,40,53,3,0.043332414000019526,0.09240049433833297,0.11940646200893557,0.09702466485647122,0.9666666666666667,0.9516129032258065,0.9833333333333333,0.9672131147540983,57,3,1,59,0.925,0.9473684210526315,0.9,0.9230769230769231,19,1,2,18,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Gaussian_3D_Overlap,26,120,40,40,54,4,0.04392235100004882,0.08292878426428588,0.07950767164405545,0.10197783927892475,0.9583333333333334,0.9661016949152542,0.95,0.957983193277311,58,2,3,57,0.95,0.9090909090909091,1.0,0.9523809523809523,18,2,0,20,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Gaussian_3D_Overlap,27,120,40,40,143,93,0.11716532599996299,0.053766232656159305,0.06696880527467877,0.13366083255354977,0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,58,2,1,59,1.0,1.0,1.0,1.0,20,0,0,20,0.95,1.0,0.9,0.9473684210526316,20,0,2,18
Gaussian_3D_Overlap,28,120,40,40,53,3,0.04363994099998081,0.07471135505377553,0.10666297625667098,0.1125141279188969,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,58,2,2,58,0.95,0.95,0.95,0.9500000000000001,19,1,1,19,0.95,0.9090909090909091,1.0,0.9523809523809523,18,2,0,20
